,User,Pesan,Jam,Tanggal
1445,kay,jokes bapak bapak wa ini,11:50:12 PM,"Thursday, March 18, 2021"
1446,Fadli,Tadi film yang di neflix dikasi tau ko my apa yaa.. lupa dicari ga ketemu,11:49:54 PM,"Thursday, March 18, 2021"
1447,Bambaldi,"Apa benar kipas angin sering nengok kanan kiri itu mau nyebrang?
Apa benar kalo hp kita mau aman ga jatuh2 harus selalu aktifkan airplane mode?
Apa benar klo eraa beli ip 12 baru kita dapetnya ip 1
Apa benar pohon pisang kalo kena serangan jantung harus segera dikasih aspirin?
Apa benar mandi bola ga dikasih anduk?
Apa benar cumi2 kalo di php in jd cuma2?
Apa benar Badminton kalo menang baik2 jd goodminton?
Apa benar kalo kita ke salon org baik2 mau creambath jadi creamgood?
Apa benar kall kita pelihara belut listrik ga perlu isi token?
Apa benar kalo air menguap itu tanda airnya ngantuk?
Apa benar zombie kalo zombienya sendiri jd film zomblo?
Apa benar makanan kalo masuk ke org usus buntu makanannya puter balik?
Apa benar kalo kucing ga wrong itu hewan yg ga pernah salah?
Apa benar kalajengking kalo kawin sama kalajengqueen anaknya jd kalajengprince?
Apa benar transformer kalo berubah jadi robot harus ganti status stnk sama bpkb?
Apa benar transformer kalo sakit pakai asuransi kendaraan bukan asuransi kesehatan?
Apa benar beli nasi kotak nanti dapetnya nasi bulet?
Apa benar kalau kita sering pakai headset bikin umur lebih panjang karena ga denger kalau di panggil tuhan?
Apa benar ultraman kalo pilek jadi ultraflu?
Apa benar kunang2 kalo gagal move on jadi kenang2?
Apa benar kota sowrong(papua barat)itu tidak pernah benar?
Apa benar susu realgood kalo salah jd realbad?
Apa benar sop kalo banyak kebanyakan ditimbang jadi sopyandu?
Apa benar kalo punya istri kecil bisa dikatakan istri kita microwife?
Apa benar ayu tingting kalo banyak mikir jadi ayu thinking?
Apa benar edsheeran kalo punya pom mini namanya jd eceran?
Apa benar edsheeran kalo keselek makan jd ed sheered?
Apa benar semut ga ada suaranya karena nama awalnya se”mute”?
Apa benar ikan paus kalo ga gerak jd ikan pause?
Apa benar gajah itu icon kebersihan? “Gajahlah kebersihan”
Apa benar artis yg tiap hari makin mudah itu mika tambahyoung?
Apa benar teletubbies kalo kesiangan jadi telatabies?
Apa benar tokoh yang paling ga pedulian dan pasrah ada di star wars? Mau di apain aja “yoda”
Apa benar negara swedia selalu siap hujan karena selalu swedia payung sebelum hujan?
Apa benar unpad universitas yg susah di cari di peta karena suka main peta unpad?
Apa benar tanda gunung aktif itu di remas nampol pak?
Apa benar org yg sedang berbunga2 kalo telponan jadi kembang call?
Apa benar anak IT kalo meninggal ga di kubur tp masuk recycle bin pak?
Apa benar orang marketing kalo meninggal jadi arwah pemasaran?
Apa benar kalo pasangan kita umur udah 40 bisa dituker sama yg 20an dapet 2?",11:48:12 PM,"Thursday, March 18, 2021"
1448,Ronny,"Saya belum nangkep angkuhnya sebetulnya pak. 
Kalaupun bener angkuhpun bukan berarti dk tidak curang. Belum anomali2 pernyataannya. Bau amis menurut saya :grin::grin:
Senin sih lebih utk entertainment bukan siapa menang kalah. Grandmaster bukan gelar abal2. Cuman ada 1500 di dunia, kerjaan mereka latihan terus pula.
Berapa langkah skakmatnya yg dipertanyakan hehe.",11:48:04 PM,"Thursday, March 18, 2021"
1449,krm nugraha,kayaknya bisa nyampe pagi nih bahas dewa kipas:sweat_smile:,11:39:53 PM,"Thursday, March 18, 2021"
1450,Bambaldi,Dewa kipas gabisa maju pak cuma bisa nengok kanan kiri aja,11:33:29 PM,"Thursday, March 18, 2021"
1451,Hendro Masori,Hahahaha. Ada adek kelas ini,11:32:16 PM,"Thursday, March 18, 2021"
1452,Gue Keren,"Klo dri podcastnya om ded, DK ini banyak pengalaman main sama pecatur/mantan pecatur profesional dan Gotham ngmng langsung, klo DK well trained player. Awalnya saya netral, tapi ngeliat angkuhnya si anu dmn gotham saja tidak begitu (setidaknya tidak terlihat), saya pegang DK aja hehe. Di bbrp akun YT ada yg jelasin juga, saran bot berbanding terbalik dengan yg dilakukan DK tapi di sisi lain akurasinya di bbrp match cukup tinggi yg mengindikasikan kejanggalan. Puncaknya hari senin :scream::scream:",11:31:36 PM,"Thursday, March 18, 2021"
1453,Badrus Salam,SD Brawijaya yaa PakDhe :heart_eyes:,11:07:36 PM,"Thursday, March 18, 2021"
1454,direktur pulsa,pak baru kemarin tanya kapan ara sudah naik hari ini:sweat_smile:,11:07:36 PM,"Thursday, March 18, 2021"
1455,Daniel Bong,https://stocksetup.kontan.co.id/news/investor-publik-keluhkan-porsi-kepemilikan-bakrieland-elty,11:07:32 PM,"Thursday, March 18, 2021"
1456,Yoga Dharmawan,"Si mba irene itu singkatnya ngomong kayak gini pak de, ""ga ada tuh orang turun gunung tiba tiba langsung jago, ini bukan komik"" and so on
Sama katanya dewa kipas sudah mencoreng nama percasi :joy:",10:58:26 PM,"Thursday, March 18, 2021"
1457,Liem Peter,lagi sama mas adiit & koh aliong goreng pisang kipasnya pak carik...,10:47:12 PM,"Thursday, March 18, 2021"
1458,Liem Peter,apa hubungannya dewa kipas dengan pisang kipas ya?,10:43:14 PM,"Thursday, March 18, 2021"
1459,Hendro Masori,Emang Irene ngomong apa yg bikin tersinggung,10:35:30 PM,"Thursday, March 18, 2021"
1460,Ed Suwu,ada apk cheat engine portofolio ga?,10:33:02 PM,"Thursday, March 18, 2021"
1461,Santi~,"Nah Irene ini bikin surat terbuka pak De setelah pak Dadang datang ke podcast nya om Dedy. Menurut Irene info yg disampaikan di podcastnya ga lengkap,",10:26:06 PM,"Thursday, March 18, 2021"
1462,Hendro Masori,Dulu jaman saya SD finalnya pasti Anatoly Karpov,10:24:43 PM,"Thursday, March 18, 2021"
1463,Andreas N,"kalo nantinya menang, ini gokil sih...

langsung auto head to head ama magnus carlsen di world championship 2021 wkwkwkwk",10:23:42 PM,"Thursday, March 18, 2021"
1464,Rizal Akhmad,"nah itu pak saya juga bingung. idealnya sih ngebuktiin akurasi gerakan Pak Dadang bener ngga 95% spt di akun DewaKipas.
Nanti movenya kan bisa dicopy ke chess.com dan diliat akurasinya",10:22:37 PM,"Thursday, March 18, 2021"
1465,Ngurah Dharma Putra,Pokoke dewa kipas menang ganti nama jadi dewa AC ... tp dr gerakannya 80% lebih mmg dibantu karena lagging ga mungkin konsisten 🙃,10:21:52 PM,"Thursday, March 18, 2021"
1466,Rizal Akhmad,Saya cek live streamnya gothamchess vs DewaKipas aja udah mencurigakan kok gerakan si DK. Ketauan bgt pake engine / bot,10:21:15 PM,"Thursday, March 18, 2021"
1467,Andreas N,pingin testing skill mungkin.. beneran jago apa engga :sweat_smile:,10:20:56 PM,"Thursday, March 18, 2021"
1468,Hendro Masori,Trus Irene ngapain. Buktiin apa?,10:20:22 PM,"Thursday, March 18, 2021"
1469,hery,akun chess.com dewa yang diblokir,10:18:37 PM,"Thursday, March 18, 2021"
1470,Santi~,"Awalnya kl ga salah begini, dewa kipas alias Dadang subur tanding online lawan gotham chess, gotham nya kalah. Gotham chess di sosmed bilang kl dia merasa ada yg aneh dg kekalahanya. Tiba2 akun dewa kipas ilang di chess.com. Nah anaknya pak dadang subur curhat di sosmednya. Hasilnya gotam chess nya diserang netyjen Indo trus viral deh.
.",10:17:40 PM,"Thursday, March 18, 2021"
1471,Aldo,karna pak @luckv02 ..... heboh jadinya,10:14:58 PM,"Thursday, March 18, 2021"
1472,Al Blenk,"Dia the winner dlm catur digital pak,.bnyk org anggp dia curang pakai bot,.trs dia nantang minta di tanding lgsung",10:14:55 PM,"Thursday, March 18, 2021"
1473,Hendro Masori,Gitu doang??,10:13:04 PM,"Thursday, March 18, 2021"
1474,Al Blenk,"Ceritanya dia jago beneran apa main bot pak.,hehe
Jdi di tes lgsung dg catur real.,bukan catur digital
Wkwk setahuku dkit"" gtu:grin:",10:12:31 PM,"Thursday, March 18, 2021"
1475,Hendro Masori,Paling remis,10:10:11 PM,"Thursday, March 18, 2021"
1476,Agung,irene menang ora wangun kalah ngisinisini...,10:07:38 PM,"Thursday, March 18, 2021"
1477,hery,"iya TO itu diwajibkan oleh bursa. pemegang saham berhak ikut kalau mau. di harga SAME saat itu yang sudah hampir 300 dan TO hanya 137, hampir bisa dipastikan tidak ada yang ikutan.",9:48:16 PM,"Thursday, March 18, 2021"
1478,KAYLA,"Klo menurut berita ini,publik ga ikut menjual saham nya dan pihak pelaksana hanya membeli saham di harga 137 sesuai harga perjanjian pembelian.Berarti TO hanya proses pembelian nya aja ea pak ? :pray: Klo salah di koreksi 🤭",9:44:46 PM,"Thursday, March 18, 2021"
1479,Butik Daun,"Ooo .. terima kasih pak , jadi aman ya? :pray::pray::pray:",9:44:26 PM,"Thursday, March 18, 2021"
1480,Butik Daun,"Met malam ... Tadi saya belanjanya salah hitung, atau lebih tepatnya kebablasan, jadi ada kekurangan bayar .. jadi margin nya terpakai .. :scream::scream::scream: padahal ini hari jumat , aman gak kalau saya baru bisa transfer bsk (libur) ??",9:41:00 PM,"Thursday, March 18, 2021"
1481,hery,"kalau @Wisang1 sudah ketemu beritanya, jawab pertanyaan ini yah. kapan dan di harga berapa pelaksanaan tender offer SAME? dan di harga berapa sahamnya saat pengumuman tender offer dilakukan. dan jika saat itu memegang sahamnya, apakah akan ikut TO nya atau tidak. kalau bisa jawab ini, sudah paham sebagian besarnya.",9:37:37 PM,"Thursday, March 18, 2021"
1482,Hendro Masori,Saya juga benernya malu sama bantal kalau tidur jam segini,9:36:35 PM,"Thursday, March 18, 2021"
1483,hery,contoh tender offer yg belum lama ini terjadi: SAME dan BNLI. coba cari beritanya dan baca2,9:34:08 PM,"Thursday, March 18, 2021"
1484,Hendro Masori,9 malam ke atas saya sudah kriyep2,9:32:32 PM,"Thursday, March 18, 2021"
1485,Hendro Masori,Biar pak Carik yg jelasin,9:31:51 PM,"Thursday, March 18, 2021"
1486,Willy N,"Mantap pak de , rame"" kawal sampai 1k :joy:

walau saya kluar masuk terus di SAME, karena style saya copeters, cuma SAME ini bkin cuan kotos :+1:",9:17:01 PM,"Thursday, March 18, 2021"
1487,Rui :rocket::rocket::rocket: Sales SAME,"Memang pengennya koreksi dulu kak, biar saya bisa nambah muatan :wink::kissing_closed_eyes:

Ini maksud saya bakal tayang itu nanti yang pada nanya 'masi aman ga masuk SAME skrg' 'bagusnya entry di berapa ya di SAME'  pas SAME udh nyentuh 1000, apalagi kalau dalam waktu dekat, makin gencar yang nanya ni nanti pasti 🤣",9:11:08 PM,"Thursday, March 18, 2021"
1488,Novine 90210,"siap....betul same naiknya mantep...:+1::+1:
nyusul scma ini....amin :pray::pray:",9:08:33 PM,"Thursday, March 18, 2021"
1489,Rui :rocket::rocket::rocket: Sales SAME,"Tunggu tanggal tayang episodenya aj kak nanti kl SAME nyentuh 1000, apalagi kalau dalam waktu dekat :kissing_closed_eyes::kissing_closed_eyes:",9:06:04 PM,"Thursday, March 18, 2021"
1490,Novine 90210,"bingung jawabnya kalo ditanya begini....:sweat_smile::sweat_smile::sweat_smile:

pas dibawah udah diinfoin...
udh naik berlipat2 baru nanya bagus ya ?masuk sekarang aman ga ?:joy::joy::joy:",9:03:47 PM,"Thursday, March 18, 2021"
1491,Chezy,https://insight.kontan.co.id/news/timah-tins-mulai-memproduksi-batubara-750000-ton-di-kalimantan-selatan-di-2021?page=2,8:46:52 PM,"Thursday, March 18, 2021"
1492,Jutha Bram,"After I read this, why I'm thinking to buy SILO🤣",8:39:48 PM,"Thursday, March 18, 2021"
1493,Bianco verde,https://www.miraeasset.co.id/id/News/47702 yg mau berburu saham IPO,8:34:02 PM,"Thursday, March 18, 2021"
1494,Lenny,iya semoga ya...kasian disana pariwisata mata pencaharian utama mayoritasnya,8:15:50 PM,"Thursday, March 18, 2021"
1495,Lenny,skrg ga bisa jd indikator Bali lg neh :grin::grin::grin: tiap hari rajin muncul di grup,8:12:48 PM,"Thursday, March 18, 2021"
1496,Lenny,hahaha semangat sekali ibu satu ini..saya kena korban salesnya :joy::joy::joy:,8:10:13 PM,"Thursday, March 18, 2021"
1497,krm nugraha,MARI suspend sampe kapan y..,8:06:21 PM,"Thursday, March 18, 2021"
1498,Cuan Ki,Betuul.. 1000 atau 950 cocok lah angkut :laughing:,7:57:00 PM,"Thursday, March 18, 2021"
1499,Kaanz✓,Kalo dikasih harga bawah lagi menarik nih agro nya:grin:,7:56:28 PM,"Thursday, March 18, 2021"
1500,Hendro Masori,awal April ya. masih dibikin. sabar,7:22:44 PM,"Thursday, March 18, 2021"
1501,Rui :rocket::rocket::rocket: Sales SAME,"kalau mau ikut RInya CENT silakan siapkan trading plan dan strateginya ya kak, banyak2 research berita jadi tahu harus bagaimana nanti",7:17:51 PM,"Thursday, March 18, 2021"
1502,Kaanz✓,CENT nya jga masih cocok kak kalo buat scalping kayaknya @RuiAuxilia saya ngikut ngekor  RI aja kak:joy:,7:13:26 PM,"Thursday, March 18, 2021"
1503,Kaanz✓,"Bukan hanya satu kontainer kak, gadai rumah + pinjol masukin ke same:joy:",7:10:42 PM,"Thursday, March 18, 2021"
1504,Rui :rocket::rocket::rocket: Sales SAME,"Pengennya pak, pengennya, masalahnya ini banyak bandar suka bikin tembok bawah tebel bener kaya itu bang MS hari ini, serok gede2an pas penutupan :disappointed::disappointed:",7:08:13 PM,"Thursday, March 18, 2021"
1505,Eko Bawono,Yup harami. Smga sj lancar jaya ke atas.,7:06:21 PM,"Thursday, March 18, 2021"
1506,Edo,Udah dibuletin aja ke 400 SAME nya :joy:,7:05:08 PM,"Thursday, March 18, 2021"
1507,Fajar Oktavaria,"Mungkin saat diatas 1000 ada yang nanya ""telat masuk ga ya ? Boleh masuk ga ya ? Kira kira ketinggian ga ya ?"" :grin: *Harap masukan lagi template pertanyaannya **dan untuk yang bukan member sini ada yang bilang ""grup TT pompom same kaya agro pas itu""",7:00:09 PM,"Thursday, March 18, 2021"
1508,Eko Bawono,"Buat SAME lovers, tetap hati2 ya... mskipun lanjut turun, belum tentu ga bisa naik. Banyak yg optimis 1000...",6:57:53 PM,"Thursday, March 18, 2021"
1509,Muhammad Irfan,"Saya ada tawaran diperusahaan trsbt om, jadi saya ingin bertanya. Apakah untuk berkarir di perusahaan trsbt bagus atau tidak ?
Mungkin disini ada yg udh pernah denger atau tau duluan gitu, soal perusahaan yg saya sebut",6:54:57 PM,"Thursday, March 18, 2021"
1510,Rui :rocket::rocket::rocket: Sales SAME,":pray:🏽:pray:🏽:pray:🏽:pray:🏽:pray:🏽 AMINNN!!! 🤞🏽🤞🏽🤞🏽:smile:

Ayo SAMEnya kakakkkk mumpung diskon!! Jangan nanti sudah 1000 baru nanya 'bisa masuk apa ngga ya???"" :laughing:",6:54:52 PM,"Thursday, March 18, 2021"
1511,Billy :rocket::rocket::rocket:,"belum rame aja di Reksadana, nanti kalau udh masuk Kompas100 auto dihaka kaya SCMA ya pak de wkwkw",6:52:55 PM,"Thursday, March 18, 2021"
1512,Hendro Masori,Mudah2 an kesabaran berbuah manis,6:52:25 PM,"Thursday, March 18, 2021"
1513,Novine 90210,amin....:pray::wink:,6:51:45 PM,"Thursday, March 18, 2021"
1514,Billy :rocket::rocket::rocket:,artinya sky is the limit,6:49:55 PM,"Thursday, March 18, 2021"
1515,Hendro Masori,Artinya cuan saya masih bisa lebih banyaaaaaaaak,6:43:19 PM,"Thursday, March 18, 2021"
1516,Yennuar Lukito,Artinya apa ya?,6:42:52 PM,"Thursday, March 18, 2021"
1517,GraDivus,BBRI dan BBNI malah dibuang di penutupan...,6:26:02 PM,"Thursday, March 18, 2021"
1518,Carlo Micelli,Ayah saya dulu termasuk yg terdampak karena lapindo,6:24:23 PM,"Thursday, March 18, 2021"
1519,Chak Roy,"Bisnis RS memang sangat bagus, kalau sakit orang pasti ke rumah sakit gak mungkin ke dukun apalagi konon si same ini rs khusus spesialis sapa tahu buka spesialis plastik semua orang gak jauh2 ke luar negeri cukup kesini saja 
Apalah lagi nanti SAME dan EMC gabung tambah buagus EMC kan juga masih ada lahan yg belum dibangun ...
Udah ah gak d bahas lagi, cukup apa kata pak lurah @hmasori digempok terus lihat tahun depan :speak_no_evil::see_no_evil:",6:10:29 PM,"Thursday, March 18, 2021"
1520,Laurentius Steven,"Owalaaa icic. Emg bakrie sih GCGnya ampun” dahh. Selevel ama lippo.

Btw happy cuan buat SAMEnya ci. Udh RI malah naik ampe deket 500 :raised_hands:🏻",6:00:04 PM,"Thursday, March 18, 2021"
1521,Rui :rocket::rocket::rocket: Sales SAME,"Saya anti Bakrienya kak ... regardless apapun, anything related to Bakrie is a NO NO .... Sangat tidak suka cara dia menghandle lumpur Lapindo dan seberapa banyak kerugian yang sudah dia sebabkan ke masyarakat disana",5:58:55 PM,"Thursday, March 18, 2021"
1522,Laurentius Steven,BRMS RInya juga menarik keknya ci. Deket” ini juga,5:53:59 PM,"Thursday, March 18, 2021"
1523,Rui :rocket::rocket::rocket: Sales SAME,":scream::scream: ga semua pak hahaha saya mau nyoba CENT aj ini ... SMRA lihat nanti, masi lama soalnya",5:45:37 PM,"Thursday, March 18, 2021"
1524,-WAS-,"Pengen liat kalo resisten nya tembus :joy:
Dr kmrn2 kalo ada pertanyaan minta disuapin saya udh skip males baca eeeh kakak Rui ttp aja rajin menjawab, udh kyk call center aja selalu sabar :grin:",5:44:58 PM,"Thursday, March 18, 2021"
1525,Jose,"Ci Rui ngikut bbyb, smra, bjbr, bris, baca & fren yg mau RI?",5:42:26 PM,"Thursday, March 18, 2021"
1526,TERI NASI GABION Yes I CAN,Oiya mantafff BD berarti,5:33:10 PM,"Thursday, March 18, 2021"
1527,Andre Salim,ini td ada yg ngebid jagain 1 org 7000 lot di 33350 trus dicabut,5:30:35 PM,"Thursday, March 18, 2021"
1528,Rui :rocket::rocket::rocket: Sales SAME,"Belum ada info lebih lanjut pak, tgl 15 Maret kemarin baru RUPSnya dan baru dapat persetujuan untuk RInya

@Wibowobudi  coba kak digoogle dulu artinya harga nominal saham itu apa...

@luckv02 sudah di ambang batas titik resisten ini pak .... bentar lagi BO kl ada yang nanya pertanyaan minta disuapin terus ...... 🤨",5:25:51 PM,"Thursday, March 18, 2021"
1529,Wibowo Budi,Jd kalo harga nominal 100.. dan harga cent 260.. masi tergolong murah ya kak rui? Hehe,5:23:49 PM,"Thursday, March 18, 2021"
1530,Yoseph Nicholas Halim,Apakah ada penjamin nya seperti SAME oleh EMTK? :pray:,5:21:55 PM,"Thursday, March 18, 2021"
1531,Rui :rocket::rocket::rocket: Sales SAME,"Itu harga nominal pak, bukan harga tebus ...... *mewakili menjawab karena Pak De dijamin sudah cape menjelaskan*

Harga tebusnya belum ada pengumumannya .....",5:19:08 PM,"Thursday, March 18, 2021"
1532,Wibowo Budi,ijin nanya pak @hmasori.. Harga RI cent 100/ saham.. sedangkan harga reguler skrg 260.. gmn ya menurut pak de?,5:17:40 PM,"Thursday, March 18, 2021"
1533,Lida,Iku 1 episode tok. No 161 bahas investasi. Bagus lho bener sekarang itu semua serba digitalisasi itu dibahas,5:16:09 PM,"Thursday, March 18, 2021"
1534,Rakhmad Nirmawan Nofendi,Billions tentang hedge fund,5:15:31 PM,"Thursday, March 18, 2021"
1535,Hendro Masori,161. :see_no_evil:,5:15:02 PM,"Thursday, March 18, 2021"
1536,Lida,"Variety show korea. Master in the house episode 161 isinya tentang investasi lebih banyak jelasin tentang saham. 

https://youtube.com/watch?v=msaSabkH0PY&feature=share",5:13:49 PM,"Thursday, March 18, 2021"
1537,Hendro Masori,Ok,5:11:35 PM,"Thursday, March 18, 2021"
1538,Kris,Billion pak.. Bagus,5:10:32 PM,"Thursday, March 18, 2021"
1539,Ocha,Filmnya knp sih hrs sempet hidup sama si mantan lawannya ..nyebelin:grin:,5:08:20 PM,"Thursday, March 18, 2021"
1540,Hendro Masori,Owwww,5:06:39 PM,"Thursday, March 18, 2021"
1541,Hendro Masori,Iya ini ada.,5:06:11 PM,"Thursday, March 18, 2021"
1542,Hendro Masori,Ipin Upin aja...,5:03:33 PM,"Thursday, March 18, 2021"
1543,Rui :rocket::rocket::rocket: Sales SAME,Iya sih... Jaman skrg tontonan keluarga udh jarang2 hahaha isinya kelas2 berat konsumsi dewasa semua,4:53:02 PM,"Thursday, March 18, 2021"
1544,Meneer Greg,"Tapi ada politik-olah raga...

Contohnya: All England",4:49:19 PM,"Thursday, March 18, 2021"
1545,A'an Wiyanto,Kalo catur hampir pasti ada politiknya. Film nya Pawn Sacrifice. Jaman Bobby Fischer.,4:48:44 PM,"Thursday, March 18, 2021"
1546,Rui :rocket::rocket::rocket: Sales SAME,"Menurut saya malah ini bagusnya, karena mmg di Amriki kan itu yang kenyataannya dan selalu jadi permasalahan... Juga kesannya biar 'you will do better without drugs and alcohol' propaganda :grin:

Pas penutupan dia bilang Давай Сыграем (Davai Segraem = Let's play) itu juga bagus banget:clap:🏽

Sport tidak memandang politik",4:46:16 PM,"Thursday, March 18, 2021"
1547,A'an Wiyanto,"Drama Korea nek aku nonton kok bingung dewe yo Pak @luckv02 ...
Wajahe podo kabeh :sleepy::joy:",4:43:05 PM,"Thursday, March 18, 2021"
1548,Polma Tambunan,Film perbandaran saham di korea itu ya pak,4:41:29 PM,"Thursday, March 18, 2021"
1549,hery,entah kenapa harus ada bagian softcore sex di semua film. kalau kita cari gituan kan bisa langsung JAV. ya gak hu 花 bill the bull 🙄🙄,4:40:55 PM,"Thursday, March 18, 2021"
1550,hery,"bisa jadi film keluarga yg ditonton serumah mestinya, kalau gak ada bagian2 itu",4:38:08 PM,"Thursday, March 18, 2021"
1551,Hendro Masori,:+1:,4:37:27 PM,"Thursday, March 18, 2021"
1552,hery,gak suka bagian too much unnecessary drugs and alcohol nya,4:36:10 PM,"Thursday, March 18, 2021"
1553,Meneer Greg,"Apik ini :+1::+1:

Cocok untuk penutup minggu yg sibuk",4:36:01 PM,"Thursday, March 18, 2021"
1554,Hauw,Ini backreadny jauh banget,4:31:18 PM,"Thursday, March 18, 2021"
1555,Hendro Masori,Bagus gak?,4:30:10 PM,"Thursday, March 18, 2021"
1556,hery,akhirnya bisa selesaikan juga nonton ini :grin:,4:25:59 PM,"Thursday, March 18, 2021"
1557,as s,keistimewaan bbca bisa ditarik tinggi :see_no_evil:,4:19:56 PM,"Thursday, March 18, 2021"
1558,Fransisca,Untuk same support nya di brp kak?,4:14:55 PM,"Thursday, March 18, 2021"
1559,Billy :rocket::rocket::rocket:,"Ini coba tanya sales nya @RuiAuxilia 🤪🤪

Sales same ini baik2 dan sopan2.. Ga kaya sales........ :scream::scream:",4:13:06 PM,"Thursday, March 18, 2021"
1560,direktur pulsa,same bisa jadi multibagger yah??,4:09:49 PM,"Thursday, March 18, 2021"
1561,Rui :rocket::rocket::rocket: Sales SAME,"Oh nooo, biarkan saya naekin bagasi di 450 lagi dulu pleaseeee, jangan diserobot duluuu :sob:🤣",4:09:27 PM,"Thursday, March 18, 2021"
1562,Rui :rocket::rocket::rocket: Sales SAME,"Ko Billy yang jadi Director of Salesnya ni :grin::grin::grin:

Ayo ayo nyang SAME mumpung harga promo diskon :laughing:",4:07:28 PM,"Thursday, March 18, 2021"
1563,Billy :rocket::rocket::rocket:,cc : sales SAME @RuiAuxilia 🤪🤪🤪,4:03:34 PM,"Thursday, March 18, 2021"
1564,Yuvana,Semogaaa makin legit HMSP,3:52:38 PM,"Thursday, March 18, 2021"
1565,Puspita Wardani,Dimasukin di HMSP :grin: nanti klu kluar LK Q4 HMSP makin melejit :grin:,3:42:08 PM,"Thursday, March 18, 2021"
1566,Soebianto,Beberapa saham gap up besar most probably karena rebalancing FTSE Global index fund sih..,3:40:18 PM,"Thursday, March 18, 2021"
1567,Rizal,Partisi asing di BRIS cuma 1% pak. Ngga ngaruh banyak ngeliat pergerakan asing. Februari awal asing juga udah beli 100 B. Tp harga ngga kemana2 :),3:35:06 PM,"Thursday, March 18, 2021"
1568,Tee Stefanus,BEI market leader...:+1::+1::+1:,3:31:50 PM,"Thursday, March 18, 2021"
1569,Ed Suwu,kode neh SBAT,3:31:11 PM,"Thursday, March 18, 2021"
1570,Avianto,Siapa tadi yg CL SAME....???? :blush:,3:28:52 PM,"Thursday, March 18, 2021"
1571,Asri Harsadi,"Cara asing bermain cantik, beda dg cara koko kita :grin:",3:28:05 PM,"Thursday, March 18, 2021"
1572,Adi Setiawan,"Jpfa merah 2hari di akum asing hari ini terbang,bbkp bris di akum masih diam 🤔",3:26:38 PM,"Thursday, March 18, 2021"
1573,Asri Harsadi,"YU Borong 2,3 juta lot d Bbkp, mudhan2 senen ngegas",3:24:50 PM,"Thursday, March 18, 2021"
1574,Adi Setiawan,"Arto di borong,liat dlu",3:24:22 PM,"Thursday, March 18, 2021"
1575,David,Artoo koq kagakk,3:24:02 PM,"Thursday, March 18, 2021"
1576,Eddy Prawira,KAGEEEETT :joy::joy::joy: Aku kira aplikasi ku yang error,3:23:13 PM,"Thursday, March 18, 2021"
1577,Adi Setiawan,Top 10 market cap ditarik :sweat_smile:,3:22:25 PM,"Thursday, March 18, 2021"
1578,rigeladitya,"Asing hari ini belanja 512 M, kemarin pun juga beli 500-an M.. yang tadinya sebulan net sell 1,4 T, sekarang sebulan sudah netbuy 347 M. Sepekan ini yang sejak Selasa netsell 400-an M, Jumat jadi berubah netbuy 933 M.",3:22:07 PM,"Thursday, March 18, 2021"
1579,akun terhapus,BBCA yg  Dorong,3:21:31 PM,"Thursday, March 18, 2021"
1580,Bianco verde,Rajanya penghuni IHSG,3:19:36 PM,"Thursday, March 18, 2021"
1581,Teddy,Ada yg cari cuan memanfaatkan divided  BMRI?? Cum date 24 maret,3:19:26 PM,"Thursday, March 18, 2021"
1582,Herry Dahyatul Kalaby,Yg masih pede sama same,3:18:33 PM,"Thursday, March 18, 2021"
1583,Novine 90210,"santai dulu ya...lumayan kenceng dr kemarin...
power up buat next level...
amin:pray:",3:15:52 PM,"Thursday, March 18, 2021"
1584,Derwin Priantama,Haka adro,3:14:15 PM,"Thursday, March 18, 2021"
1585,Hendika Amrinto Nainggolan,Mainnya hebat bandar,3:12:02 PM,"Thursday, March 18, 2021"
1586,MANK RETAIL,ditarik maksudnya gimana? dbli trus djual lgi gitu ya?,3:11:54 PM,"Thursday, March 18, 2021"
1587,Aditya Wijaya,Hmsp n adro ditarik kz,3:11:08 PM,"Thursday, March 18, 2021"
1588,Ibra kadabra,Hmspku,3:10:24 PM,"Thursday, March 18, 2021"
1589,Al Blenk,KZ mngkin tdi lgi ngantuk g sengja kpncet ADRO🤣🤣🤣,3:10:07 PM,"Thursday, March 18, 2021"
1590,rigeladitya,hahaha... jadi ijoo... senin pesta yuk ah,3:10:06 PM,"Thursday, March 18, 2021"
1591,Rays_Man,lihat harga SAME turun tergoda ikut2an 🤣🤣🤣 468,3:09:37 PM,"Thursday, March 18, 2021"
1592,Ema,Mual mual ngikutin ihsg 2 bln terakhir ini..maklum angkatan coronial baru kali ini ngalami yg namanya sideways dgn volatilitas ky gini :flushed:,3:09:20 PM,"Thursday, March 18, 2021"
1593,Rakhmad Nirmawan Nofendi,bertanda gerombolan si berat mulai masuk ke market :smiley:,3:08:56 PM,"Thursday, March 18, 2021"
1594,Shin,Bbca terbang,3:07:43 PM,"Thursday, March 18, 2021"
1595,marwan,MS borong Same :),3:07:35 PM,"Thursday, March 18, 2021"
1596,Aho Lie,Jgn tskut klo cent pesta belum mulai tenda aja blm dipasang klo same pesta udah berlgs jd gak tau arah kemn:pray::pray:,3:06:39 PM,"Thursday, March 18, 2021"
1597,hery,HMSP TLKM ASII ADRO ditarik,3:06:38 PM,"Thursday, March 18, 2021"
1598,Fikri Tegar Utama,Hmsp,3:06:14 PM,"Thursday, March 18, 2021"
1599,Michael,Adro loncat juga,3:05:46 PM,"Thursday, March 18, 2021"
